Time,Source,Destination,Protocol,Length,Source Port,Destination Port,bad_packet
2025-04-07 20:06:19,192.168.29.1,192.168.29.168,ARP,42,0,0,0
2025-04-07 20:06:19,192.168.29.1,192.168.29.40,ARP,42,0,0,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2405:201:201f:695e::c0a8:1d01,UDPv6,99,56260,53,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2405:201:201f:695e::c0a8:1d01,UDPv6,99,55696,53,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2405:201:201f:695e::c0a8:1d01,UDPv6,99,62546,53,0
2025-04-07 20:06:19,2405:201:201f:695e::c0a8:1d01,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,127,53,56260,0
2025-04-07 20:06:19,2405:201:201f:695e::c0a8:1d01,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,115,53,55696,0
2025-04-07 20:06:19,2405:201:201f:695e::c0a8:1d01,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,149,53,62546,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,1292,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,1292,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,144,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,1288,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,1292,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,1292,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,1292,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,521,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,151,60228,443,0
2025-04-07 20:06:19,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,102,443,60228,0
2025-04-07 20:06:19,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,1292,443,60228,0
2025-04-07 20:06:19,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,1292,443,60228,0
2025-04-07 20:06:19,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,359,443,60228,0
2025-04-07 20:06:19,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,995,443,60228,0
2025-04-07 20:06:19,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,104,443,60228,0
2025-04-07 20:06:19,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,85,443,60228,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,140,60228,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,93,60228,443,0
2025-04-07 20:06:19,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,89,443,60228,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,93,60228,443,0
2025-04-07 20:06:19,192.168.29.13,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:19,2606:4700:7::a29f:8235,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,TCPv6,433,443,64102,0
2025-04-07 20:06:19,2606:4700:7::a29f:8235,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,TCPv6,251,443,64102,0
2025-04-07 20:06:19,2606:4700:7::a29f:8235,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,TCPv6,105,443,64102,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2606:4700:7::a29f:8235,TCPv6,74,64102,443,0
2025-04-07 20:06:19,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2606:4700:7::a29f:8235,TCPv6,109,64102,443,0
2025-04-07 20:06:20,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,182,443,60228,0
2025-04-07 20:06:20,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,1288,443,60228,0
2025-04-07 20:06:20,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,1292,443,60228,0
2025-04-07 20:06:20,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,1004,443,60228,0
2025-04-07 20:06:20,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,117,443,60228,0
2025-04-07 20:06:20,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,83,443,60228,0
2025-04-07 20:06:20,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,93,60228,443,0
2025-04-07 20:06:20,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,93,60228,443,0
2025-04-07 20:06:20,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4003:c01::54,UDPv6,97,60228,443,0
2025-04-07 20:06:20,2404:6800:4003:c01::54,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,88,443,60228,0
2025-04-07 20:06:20,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2606:4700:7::a29f:8235,TCPv6,109,64102,443,0
2025-04-07 20:06:20,2606:4700:7::a29f:8235,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,TCPv6,86,443,64102,0
2025-04-07 20:06:20,192.168.29.1,192.168.29.168,ARP,42,0,0,0
2025-04-07 20:06:20,192.168.29.13,65.1.125.235,TCP,92,59127,443,0
2025-04-07 20:06:20,65.1.125.235,192.168.29.13,TCP,54,443,59127,0
2025-04-07 20:06:20,65.1.125.235,192.168.29.13,TCP,86,443,59127,0
2025-04-07 20:06:20,192.168.29.13,65.1.125.235,TCP,54,59127,443,0
2025-04-07 20:06:20,192.168.29.1,192.168.29.40,ARP,42,0,0,0
2025-04-07 20:06:21,192.168.29.73,224.0.0.251,UDP,100,5353,5353,0
2025-04-07 20:06:21,fe80::1056:27db:73e6:af9c,ff02::fb,UDPv6,120,5353,5353,0
2025-04-07 20:06:21,192.168.29.13,18.232.24.159,TCP,54,64788,443,0
2025-04-07 20:06:21,192.168.29.1,192.168.29.168,ARP,42,0,0,0
2025-04-07 20:06:21,192.168.29.13,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:21,18.232.24.159,192.168.29.13,TCP,85,443,64788,0
2025-04-07 20:06:21,18.232.24.159,192.168.29.13,TCP,54,443,64788,0
2025-04-07 20:06:21,192.168.29.13,18.232.24.159,TCP,54,64788,443,0
2025-04-07 20:06:21,192.168.29.1,192.168.29.40,ARP,42,0,0,0
2025-04-07 20:06:22,192.168.29.73,224.0.0.251,UDP,100,5353,5353,0
2025-04-07 20:06:22,fe80::1056:27db:73e6:af9c,ff02::fb,UDPv6,120,5353,5353,0
2025-04-07 20:06:22,192.168.29.157,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:23,192.168.29.13,10.21.20.216,TCP,66,64792,7680,0
2025-04-07 20:06:24,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,179,61535,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,358,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1474,64526,443,0
2025-04-07 20:06:24,192.168.29.13,34.170.65.59,TCP,1139,64526,443,0
2025-04-07 20:06:24,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,90,443,61535,0
2025-04-07 20:06:24,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,94,61535,443,0
2025-04-07 20:06:24,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,1292,443,61535,0
2025-04-07 20:06:24,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,633,443,61535,0
2025-04-07 20:06:24,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,137,443,61535,0
2025-04-07 20:06:24,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,86,443,61535,0
2025-04-07 20:06:24,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,288,443,61535,0
2025-04-07 20:06:24,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,93,61535,443,0
2025-04-07 20:06:24,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,97,61535,443,0
2025-04-07 20:06:24,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,93,61535,443,0
2025-04-07 20:06:24,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,86,443,61535,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:24,34.170.65.59,192.168.29.13,TCP,54,443,64526,0
2025-04-07 20:06:25,34.170.65.59,192.168.29.13,TCP,376,443,64526,0
2025-04-07 20:06:25,192.168.29.13,34.170.65.59,TCP,54,64526,443,0
2025-04-07 20:06:25,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2606:4700:9ad2:7cbc:c2ca:0:5ff2:75c4,TCPv6,75,64474,443,0
2025-04-07 20:06:25,2606:4700:9ad2:7cbc:c2ca:0:5ff2:75c4,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,TCPv6,86,443,64474,0
2025-04-07 20:06:26,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2405:201:201f:695e::c0a8:1d01,UDPv6,94,61595,53,0
2025-04-07 20:06:26,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2405:201:201f:695e::c0a8:1d01,UDPv6,94,55039,53,0
2025-04-07 20:06:26,2405:201:201f:695e::c0a8:1d01,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,279,53,55039,0
2025-04-07 20:06:26,2405:201:201f:695e::c0a8:1d01,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,311,53,61595,0
2025-04-07 20:06:26,192.168.29.13,52.182.143.213,TCP,167,64408,443,0
2025-04-07 20:06:26,192.168.29.13,52.182.143.213,TCP,93,64408,443,0
2025-04-07 20:06:26,192.168.29.13,52.182.143.213,TCP,1494,64408,443,0
2025-04-07 20:06:26,192.168.29.13,52.182.143.213,TCP,759,64408,443,0
2025-04-07 20:06:26,52.182.143.213,192.168.29.13,TCP,54,443,64408,0
2025-04-07 20:06:26,52.182.143.213,192.168.29.13,TCP,93,443,64408,0
2025-04-07 20:06:27,192.168.29.13,52.182.143.213,TCP,54,64408,443,0
2025-04-07 20:06:27,52.182.143.213,192.168.29.13,TCP,152,443,64408,0
2025-04-07 20:06:27,192.168.29.13,52.182.143.213,TCP,89,64408,443,0
2025-04-07 20:06:27,52.182.143.213,192.168.29.13,TCP,54,443,64408,0
2025-04-07 20:06:29,192.168.29.13,52.182.143.213,TCP,167,64408,443,0
2025-04-07 20:06:29,192.168.29.13,52.182.143.213,TCP,1494,64408,443,0
2025-04-07 20:06:29,192.168.29.13,52.182.143.213,TCP,759,64408,443,0
2025-04-07 20:06:29,52.182.143.213,192.168.29.13,TCP,54,443,64408,0
2025-04-07 20:06:29,52.182.143.213,192.168.29.13,TCP,153,443,64408,0
2025-04-07 20:06:29,192.168.29.13,52.182.143.213,TCP,54,64408,443,0
2025-04-07 20:06:29,fe80::f2ed:b8ff:fe64:758b,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,IPv6,86,0,0,0
2025-04-07 20:06:29,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,fe80::f2ed:b8ff:fe64:758b,IPv6,86,0,0,0
2025-04-07 20:06:29,192.168.29.1,192.168.29.13,ARP,42,0,0,0
2025-04-07 20:06:29,192.168.29.13,192.168.29.1,ARP,42,0,0,0
2025-04-07 20:06:30,192.168.29.13,20.50.88.244,TCP,643,64765,443,0
2025-04-07 20:06:30,192.168.29.1,192.168.29.13,ARP,42,0,0,0
2025-04-07 20:06:30,192.168.29.13,192.168.29.1,ARP,42,0,0,0
2025-04-07 20:06:30,20.50.88.244,192.168.29.13,TCP,54,443,64765,0
2025-04-07 20:06:30,20.50.88.244,192.168.29.13,TCP,384,443,64765,0
2025-04-07 20:06:30,20.50.88.244,192.168.29.13,TCP,81,443,64765,0
2025-04-07 20:06:30,192.168.29.13,20.50.88.244,TCP,54,64765,443,0
2025-04-07 20:06:31,192.168.29.13,10.21.20.216,TCP,66,64792,7680,0
2025-04-07 20:06:33,192.168.29.1,224.0.0.1,2,50,0,0,0
2025-04-07 20:06:33,192.168.29.132,224.0.0.22,2,70,0,0,0
2025-04-07 20:06:34,192.168.29.1,192.168.29.157,ARP,42,0,0,0
2025-04-07 20:06:34,192.168.29.13,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:35,192.168.29.132,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:36,192.168.29.1,192.168.29.132,ARP,42,0,0,0
2025-04-07 20:06:36,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,1085,61535,443,0
2025-04-07 20:06:36,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,1014,61535,443,0
2025-04-07 20:06:36,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,90,443,61535,0
2025-04-07 20:06:36,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,94,61535,443,0
2025-04-07 20:06:36,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,128,443,61535,0
2025-04-07 20:06:36,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,97,61535,443,0
2025-04-07 20:06:36,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,83,443,61535,0
2025-04-07 20:06:36,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,101,443,61535,0
2025-04-07 20:06:36,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,97,61535,443,0
2025-04-07 20:06:36,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,83,443,61535,0
2025-04-07 20:06:36,2404:6800:4009:805::200e,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,85,443,61535,0
2025-04-07 20:06:36,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2404:6800:4009:805::200e,UDPv6,94,61535,443,0
2025-04-07 20:06:37,192.168.29.13,3.33.235.18,TCP,55,59131,443,0
2025-04-07 20:06:37,3.33.235.18,192.168.29.13,TCP,66,443,59131,0
2025-04-07 20:06:38,192.168.29.1,192.168.29.102,ARP,42,0,0,0
2025-04-07 20:06:39,192.168.29.157,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:39,192.168.29.13,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:39,fe80::f2ed:b8ff:fe64:758b,ff02::1,IPv6,142,0,0,0
2025-04-07 20:06:40,192.168.29.1,192.168.29.73,ARP,42,0,0,0
2025-04-07 20:06:40,192.168.29.157,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:40,192.168.29.13,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:41,192.168.29.1,192.168.29.73,ARP,42,0,0,0
2025-04-07 20:06:41,192.168.29.157,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:42,192.168.29.73,224.0.0.22,2,54,0,0,0
2025-04-07 20:06:42,fe80::1056:27db:73e6:af9c,ff02::16,IPv6,90,0,0,0
2025-04-07 20:06:42,192.168.29.73,224.0.0.251,UDP,100,5353,5353,0
2025-04-07 20:06:42,fe80::1056:27db:73e6:af9c,ff02::fb,UDPv6,120,5353,5353,0
2025-04-07 20:06:43,192.168.29.73,224.0.0.251,UDP,100,5353,5353,0
2025-04-07 20:06:43,fe80::1056:27db:73e6:af9c,ff02::fb,UDPv6,120,5353,5353,0
2025-04-07 20:06:44,fe80::1056:27db:73e6:af9c,ff02::16,IPv6,90,0,0,0
2025-04-07 20:06:44,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2405:201:201f:695e::c0a8:1d01,UDPv6,95,51644,53,0
2025-04-07 20:06:44,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2405:201:201f:695e::c0a8:1d01,UDPv6,95,52086,53,0
2025-04-07 20:06:44,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,2405:201:201f:695e::c0a8:1d01,UDPv6,95,52917,53,0
2025-04-07 20:06:44,192.168.29.13,162.247.243.29,TCP,848,64410,443,0
2025-04-07 20:06:44,192.168.29.13,162.247.243.29,TCP,1454,64410,443,0
2025-04-07 20:06:44,192.168.29.13,162.247.243.29,TCP,1176,64410,443,0
2025-04-07 20:06:44,2405:201:201f:695e::c0a8:1d01,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,211,53,51644,0
2025-04-07 20:06:44,2405:201:201f:695e::c0a8:1d01,2405:201:201f:695e:7cd6:d1ec:8cd8:fde2,UDPv6,165,53,52086,0
